sample_id,mvdr_sir,smvb_sir,mvdr_pesq,smvb_pesq
71,20.099200666505187,18.398102704092704,1.9215788841247559,1.8395814895629883
72,54.07092728898146,29.056133503149056,1.686091423034668,1.5084967613220215
73,18.336554362049316,18.43178436244292,1.9078636169433594,1.8605260848999023
74,22.017180249158415,22.413558720671084,1.4952363967895508,1.460544466972351
75,19.60199101107836,18.784304474089787,1.8032631874084473,1.8165392875671387
76,41.82095479684623,24.98825908162345,2.3283562660217285,1.8909144401550293
77,21.679428404657987,22.574355790333417,1.6920526027679443,1.6845943927764893
78,28.42150831200714,23.12189455476364,2.4680919647216797,2.368898868560791
79,38.60431983849818,23.47741228060896,2.222074270248413,1.8581805229187012
80,41.50842605120894,28.339672826728062,2.5175909996032715,2.1605820655822754
81,16.027062268140917,16.15232703255066,2.1976559162139893,2.1792547702789307
82,19.0497805514754,18.93912592829188,1.7372198104858398,1.7471070289611816
83,17.907326762271516,17.86578186042943,1.9471125602722168,1.95631742477417
84,21.68808045480599,21.142275269362326,2.149834394454956,2.148566484451294
85,18.834250132243227,18.454375732036446,1.5571943521499634,1.5880842208862305
86,19.82259866594971,19.846351041287495,1.874469518661499,1.8595669269561768
87,56.380126181090056,24.72899871631366,2.2767765522003174,1.8769645690917969
88,39.28536623191634,25.282871578418412,1.8879313468933105,1.7300816774368286
89,40.694472025461,24.335799694596343,2.426023244857788,2.102126121520996
90,28.385999170294145,27.772252410060535,1.2288141250610352,1.217610239982605
91,39.51133207339417,23.74283822893494,2.158040761947632,1.7876083850860596
92,43.30061533181197,21.490932429466135,2.086848258972168,1.816603422164917
93,54.75408354911948,36.12880581791562,1.3279368877410889,1.2958799600601196
94,50.00466984498307,26.791999685809756,2.0379624366760254,1.7686035633087158
95,28.040052778823934,24.895467654065435,1.9811913967132568,1.960204839706421
96,33.52036745853112,23.30665928684411,2.2419309616088867,2.0468294620513916
97,51.96017657213513,27.94996102498519,2.6265852451324463,2.16027569770813
98,41.037640611279386,25.713624389906812,1.7793071269989014,1.6029636859893799
99,59.38164909785512,28.468147191678305,2.0787737369537354,1.8666975498199463
